Original: whale | Swapped: al->in | Result: whine
Original: nailing | Swapped: il->nj | Result: nanjing
Original: brining | Swapped: in->ok | Result: broking
Original: maketime | Swapped: ak->il | Result: miletime
Original: slacked | Swapped: la->mo | Result: smocked
Original: films | Swapped: il->or | Result: forms
Original: conakry | Swapped: ak->ne | Result: connery
Original: widest | Swapped: id->ok | Result: wokest
Original: widest | Swapped: id->ri | Result: wriest
Original: contacts | Swapped: ct->in | Result: contains
Original: ciaos | Swapped: ia->oh | Result: cohos
Original: leakingout | Swapped: ak->nd | Result: lendingout
Original: groins | Swapped: in->ut | Result: grouts
Original: primitive | Swapped: mi->va | Result: privative
Original: poplars | Swapped: ar->in | Result: poplins
Original: policemen | Swapped: me->va | Result: policevan
Original: stilt | Swapped: il->pa | Result: stpat
Original: madetime | Swapped: de->ri | Result: maritime
Original: bodes | Swapped: de->il | Result: boils
Original: bodes | Swapped: de->la | Result: bolas
Original: bodes | Swapped: de->nd | Result: bonds
Original: bodes | Swapped: de->ok | Result: books
Original: bodes | Swapped: de->or | Result: boors
Original: bodes | Swapped: de->ri | Result: boris
Original: bodes | Swapped: de->sc | Result: boscs
Original: bodes | Swapped: de->ut | Result: bouts
Original: malty | Swapped: al->in | Result: minty
Original: striders | Swapped: id->ok | Result: strokers
Original: timberlake | Swapped: ak->in | Result: timberline
Original: saline | Swapped: in->ut | Result: salute
Original: gland | Swapped: la->ri | Result: grind
Original: entracte | Swapped: ct->nc | Result: entrance
Original: mathis | Swapped: hi->in | Result: matins
Original: blades | Swapped: de->nc | Result: blancs
Original: blades | Swapped: la->ri | Result: brides
Original: shires | Swapped: hi->mo | Result: smores
Original: shires | Swapped: hi->pa | Result: spares
Original: shakeup | Swapped: ak->or | Result: shoreup
Original: compiles | Swapped: il->ut | Result: computes
Original: carder | Swapped: ar->in | Result: cinder
Original: scanned | Swapped: ca->hi | Result: shinned
Original: boiler | Swapped: il->ok | Result: booker
Original: decals | Swapped: al->or | Result: decors
Original: tradeoff | Swapped: de->il | Result: trailoff
Original: sparers | Swapped: ar->id | Result: spiders
Original: momos | Swapped: mo->ok | Result: mooks
Original: momos | Swapped: mo->or | Result: moors
Original: hazers | Swapped: az->id | Result: hiders
Original: sidling | Swapped: id->mi | Result: smiling
Original: carves | Swapped: ar->hi | Result: chives
Original: carves | Swapped: ar->la | Result: claves
Original: jains | Swapped: in->me | Result: james
Original: jains | Swapped: in->ne | Result: janes
Original: jains | Swapped: in->va | Result: javas
Original: jains | Swapped: in->wa | Result: jawas
Original: trained | Swapped: in->nc | Result: tranced
Original: sealion | Swapped: al->ct | Result: section
Original: recoin | Swapped: co->ga | Result: regain
Original: recoin | Swapped: co->in | Result: reinin
Original: recoin | Swapped: co->ma | Result: remain
Original: gainers | Swapped: in->nd | Result: ganders
Original: winked | Swapped: in->or | Result: worked
Original: bails | Swapped: il->ne | Result: banes
Original: bails | Swapped: il->nd | Result: bands
Original: reparable | Swapped: ar->ut | Result: reputable
Original: arbalist | Swapped: al->or | Result: arborist
Original: shaker | Swapped: ak->in | Result: shiner
Original: triable | Swapped: ri->vt | Result: tvtable
Original: binning | Swapped: in->ri | Result: brining
Original: janes | Swapped: ne->va | Result: javas
Original: janes | Swapped: ne->wa | Result: jawas
Original: recode | Swapped: co->ma | Result: remade
Original: searing | Swapped: ar->in | Result: seining
Original: searing | Swapped: ar->nd | Result: sending
Original: shames | Swapped: me->ri | Result: sharis
Original: glazer | Swapped: az->id | Result: glider
Original: thing | Swapped: hi->wa | Result: twang
Original: scores | Swapped: co->hi | Result: shires
Original: scores | Swapped: co->pa | Result: spares
Original: planted | Swapped: la->ri | Result: printed
Original: garter | Swapped: ar->ut | Result: gutter
Original: croaks | Swapped: ak->ne | Result: crones
Original: resealed | Swapped: al->ct | Result: resected
Original: rewild | Swapped: il->or | Result: reword
Original: starting | Swapped: ar->in | Result: stinting
Original: stonyhearted | Swapped: ny->ut | Result: stouthearted
Original: latina | Swapped: in->ri | Result: latria
Original: reinin | Swapped: in->ma | Result: remain
Original: smeller | Swapped: me->wi | Result: swiller
Original: silos | Swapped: il->or | Result: soros
Original: staked | Swapped: ak->or | Result: stored
Original: chinked | Swapped: hi->la | Result: clanked
Original: stamen | Swapped: me->ri | Result: starin
Original: sailers | Swapped: il->nd | Result: sanders
Original: sailers | Swapped: il->wy | Result: sawyers
Original: shirred | Swapped: hi->pa | Result: sparred
Original: admin | Swapped: mi->or | Result: adorn
Original: scotchman | Swapped: co->wi | Result: switchman
Original: ballys | Swapped: al->ia | Result: bialys
Original: faris | Swapped: ar->in | Result: finis
Original: serines | Swapped: in->ri | Result: serries
Original: earhair | Swapped: ar->mo | Result: emohair
Original: remails | Swapped: il->nd | Result: remands
Original: foodplan | Swapped: la->or | Result: foodporn
Original: glides | Swapped: id->ut | Result: glutes
Original: smiley | Swapped: il->ok | Result: smokey
Original: neill | Swapped: il->pa | Result: nepal
Original: carve | Swapped: ar->hi | Result: chive
Original: carve | Swapped: ar->la | Result: clave
Original: tameness | Swapped: me->ut | Result: tautness
Original: blacking | Swapped: la->ri | Result: bricking
Original: baling | Swapped: al->id | Result: biding
Original: baling | Swapped: al->or | Result: boring
Original: recoal | Swapped: co->de | Result: redeal
Original: sealin | Swapped: al->nd | Result: sendin
Original: omegas | Swapped: me->ut | Result: outgas
Original: jaden | Swapped: de->mi | Result: jamin
Original: jaden | Swapped: de->mo | Result: jamon
Original: jaden | Swapped: de->pa | Result: japan
Original: jaden | Swapped: de->va | Result: javan
Original: shinto | Swapped: in->or | Result: shorto
Original: wears | Swapped: ar->nd | Result: wends
Original: lames | Swapped: me->nd | Result: lands
Original: lames | Swapped: me->va | Result: lavas
Original: incantation | Swapped: ca->de | Result: indentation
Original: stare | Swapped: ar->il | Result: stile
Original: stare | Swapped: ar->in | Result: stine
Original: stare | Swapped: ar->ok | Result: stoke
Original: flatted | Swapped: la->ri | Result: fritted
Original: coined | Swapped: in->ok | Result: cooked
Original: small | Swapped: ma->ne | Result: snell
Original: small | Swapped: ma->wi | Result: swill
Original: finding | Swapped: in->or | Result: fording
Original: roiling | Swapped: il->ok | Result: rooking
Original: roiling | Swapped: il->ut | Result: routing
Original: renest | Swapped: ne->pa | Result: repast
Original: distinct | Swapped: in->ri | Result: district
Original: wemet | Swapped: me->nd | Result: wendt
Original: tendons | Swapped: nd->ut | Result: teutons
Original: refarm | Swapped: ar->il | Result: refilm
Original: amish | Swapped: mi->wa | Result: awash
Original: things | Swapped: hi->wa | Result: twangs
Original: plumcots | Swapped: co->me | Result: plummets
Original: mazers | Swapped: az->il | Result: milers
Original: mazers | Swapped: az->in | Result: miners
Original: smirk | Swapped: mi->pa | Result: spark
Original: relax | Swapped: la->mi | Result: remix
Original: rainier | Swapped: in->nd | Result: randier
Original: dialin | Swapped: al->ne | Result: dinein
Original: dialin | Swapped: al->nd | Result: dindin
Original: biles | Swapped: il->or | Result: bores
Original: hears | Swapped: ar->mi | Result: hemis
Original: precode | Swapped: co->ma | Result: premade
Original: maine | Swapped: in->mi | Result: mamie
Original: maine | Swapped: in->ri | Result: marie
Original: mealdeals | Swapped: al->ga | Result: megadeals
Original: silting | Swapped: il->la | Result: slating
Original: silting | Swapped: il->mi | Result: smiting
Original: silting | Swapped: il->or | Result: sorting
Original: jokes | Swapped: ok->ut | Result: jutes
Original: smaze | Swapped: az->il | Result: smile
Original: smaze | Swapped: az->ok | Result: smoke
Original: smaze | Swapped: az->or | Result: smore
Original: smashes | Swapped: ma->wi | Result: swishes
Original: debars | Swapped: ar->ri | Result: debris
Original: debars | Swapped: ar->ut | Result: debuts
Original: scone | Swapped: co->hi | Result: shine
Original: scone | Swapped: co->wi | Result: swine
Original: esport | Swapped: or->ri | Result: esprit
Original: sitars | Swapped: ar->in | Result: sitins
Original: shirting | Swapped: hi->ma | Result: smarting
Original: romeos | Swapped: me->nd | Result: rondos
Original: mints | Swapped: in->ut | Result: mutts
Original: marks | Swapped: ar->il | Result: milks
Original: marks | Swapped: ar->in | Result: minks
Original: aaron | Swapped: ar->ct | Result: acton
Original: whits | Swapped: hi->il | Result: wilts
Original: whits | Swapped: hi->or | Result: worts
Original: mazes | Swapped: az->il | Result: miles
Original: mazes | Swapped: az->in | Result: mines
Original: mazes | Swapped: az->or | Result: mores
Original: mazes | Swapped: az->ut | Result: mutes
Original: groining | Swapped: in->ut | Result: grouting
Original: pinyon | Swapped: in->la | Result: playon
Original: elate | Swapped: la->mo | Result: emote
Original: scorers | Swapped: co->pa | Result: sparers
Original: shivering | Swapped: hi->il | Result: silvering
Original: shivering | Swapped: hi->la | Result: slavering
Original: rares | Swapped: ar->id | Result: rides
Original: rares | Swapped: ar->il | Result: riles
Original: eartha | Swapped: ar->pa | Result: epatha
Original: latelate | Swapped: la->ri | Result: laterite
Original: scams | Swapped: ca->hi | Result: shims
Original: scams | Swapped: ca->wi | Result: swims
Original: sands | Swapped: nd->ri | Result: saris
Original: sands | Swapped: nd->wa | Result: sawas
Original: cocoons | Swapped: co->me | Result: comeons
Original: seder | Swapped: de->ga | Result: segar
Original: striding | Swapped: id->ok | Result: stroking
Original: strine | Swapped: in->ok | Result: stroke
Original: parted | Swapped: ar->la | Result: plated
Original: parted | Swapped: ar->ut | Result: putted
Original: defects | Swapped: ct->nd | Result: defends
Original: makings | Swapped: ak->in | Result: minings
Original: limit | Swapped: mi->nd | Result: lindt
Original: anchors | Swapped: nc->ut | Result: authors
Original: abettals | Swapped: al->or | Result: abettors
Original: menard | Swapped: ar->de | Result: mended
Original: bearers | Swapped: ar->nd | Result: benders
Original: noones | Swapped: ne->ut | Result: noouts
Original: nomas | Swapped: ma->ok | Result: nooks
Original: taking | Swapped: ak->id | Result: tiding
Original: taking | Swapped: ak->il | Result: tiling
Original: smart | Swapped: ma->ne | Result: snert
Original: bakings | Swapped: ak->or | Result: borings
Original: bartend | Swapped: ar->ut | Result: buttend
Original: samite | Swapped: mi->va | Result: savate
Original: tinning | Swapped: in->wi | Result: twining
Original: piano | Swapped: ia->or | Result: porno
Original: carmen | Swapped: ar->ut | Result: cutmen
Original: horus | Swapped: or->ut | Result: hutus
Original: mainst | Swapped: in->ri | Result: marist
Original: wilding | Swapped: il->or | Result: wording
Original: hones | Swapped: ne->ok | Result: hooks
Original: modela | Swapped: de->ma | Result: momala
Original: tumors | Swapped: mo->ne | Result: tuners
Original: filename | Swapped: il->or | Result: forename
Original: calques | Swapped: al->in | Result: cinques
Original: calques | Swapped: al->la | Result: claques
Original: spile | Swapped: il->ok | Result: spoke
Original: spile | Swapped: il->or | Result: spore
Original: balers | Swapped: al->or | Result: borers
Original: balers | Swapped: al->ri | Result: briers
Original: calmed | Swapped: al->hi | Result: chimed
Original: liars | Swapped: ar->me | Result: limes
Original: liars | Swapped: ar->mo | Result: limos
Original: liars | Swapped: ar->ne | Result: lines
Original: coiners | Swapped: in->ny | Result: conyers
Original: coiners | Swapped: in->ok | Result: cookers
Original: chittering | Swapped: hi->la | Result: clattering
Original: rewarded | Swapped: ar->il | Result: rewilded
Original: memoir | Swapped: mo->nh | Result: menhir
Original: fakers | Swapped: ak->il | Result: filers
Original: fakers | Swapped: ak->ri | Result: friers
Original: camay | Swapped: ma->nd | Result: candy
Original: barter | Swapped: ar->ut | Result: butter
Original: clacking | Swapped: la->ri | Result: cricking
Original: hilton | Swapped: il->or | Result: horton
Original: hilton | Swapped: il->ut | Result: hutton
Original: scarp | Swapped: ar->ri | Result: scrip
Original: ciders | Swapped: de->ga | Result: cigars
Original: ciders | Swapped: id->or | Result: corers
Original: ciders | Swapped: id->ri | Result: criers
Original: palmas | Swapped: al->ri | Result: primas
Original: appearing | Swapped: ar->nd | Result: appending
Original: despoiled | Swapped: il->nd | Result: desponded
Original: halts | Swapped: al->in | Result: hints
Original: borer | Swapped: or->ri | Result: brier
Original: tones | Swapped: ne->ut | Result: touts
